generation 0
[30, 30, 30, 30, 30, 20, 4]	0.1291	2
[25, 25, 25, 25, 25, 15, 6]	0.1467	2
[15, 15, 15, 15, 15, 10, 4]	0.1958	2
[40, 40, 40, 40, 40, 30, 8]	0.2417	2
[35, 35, 35, 35, 35, 25, 8]	0.2683	2
[5, 5, 5, 5, 5, 5, 2]	0.5225	2
generation 1
[30, 30, 30, 30, 30, 20, 4]	0.1291	2
[30, 15, 30, 16, 31, 22, 4]	0.1310	18
[25, 25, 25, 25, 25, 15, 6]	0.1467	2
[25, 26, 16, 25, 16, 11, 6]	0.1538	18
[26, 25, 27, 6, 5, 6, 7]	0.1555	18
[30, 30, 31, 27, 25, 16, 6]	0.1622	18
[37, 35, 36, 36, 25, 16, 6]	0.1740	18
[41, 41, 41, 30, 42, 30, 6]	0.1784	2
[35, 35, 5, 36, 35, 27, 2]	0.1784	2
[15, 15, 15, 15, 15, 10, 4]	0.1958	2
[17, 35, 35, 17, 36, 12, 4]	0.2117	2
[40, 40, 40, 40, 40, 30, 8]	0.2417	2
[41, 42, 27, 41, 25, 30, 8]	0.2425	2
[30, 30, 32, 36, 30, 21, 8]	0.2425	2
[35, 35, 35, 35, 35, 25, 8]	0.2683	2
[6, 32, 6, 30, 5, 7, 5]	0.2825	2
[42, 35, 40, 37, 42, 26, 9]	0.2950	2
[41, 16, 42, 15, 17, 12, 9]	0.3116	2
[6, 6, 17, 6, 15, 11, 4]	0.3133	2
[40, 40, 40, 40, 6, 5, 4]	0.4150	2
[5, 5, 5, 5, 5, 5, 2]	0.5225	2
generation 2
[30, 30, 30, 30, 30, 20, 4]	0.1291	2
[30, 15, 30, 16, 31, 22, 4]	0.1310	18
[32, 26, 30, 16, 32, 23, 4]	0.1397	18
[25, 25, 25, 25, 25, 15, 6]	0.1467	2
[25, 26, 16, 25, 16, 11, 6]	0.1538	18
[26, 25, 27, 6, 5, 6, 7]	0.1555	18
[28, 27, 26, 6, 6, 8, 7]	0.1561	18
[27, 15, 32, 7, 6, 22, 6]	0.1569	18
[30, 30, 31, 27, 25, 16, 6]	0.1622	18
[28, 26, 28, 8, 7, 7, 4]	0.1739	18
[37, 35, 36, 36, 25, 16, 6]	0.1740	18
[31, 30, 33, 7, 6, 16, 6]	0.1741	2
[27, 32, 31, 27, 16, 16, 6]	0.1742	2
[30, 31, 31, 30, 33, 20, 6]	0.1742	18
[41, 41, 41, 30, 42, 30, 6]	0.1784	2
[35, 35, 5, 36, 35, 27, 2]	0.1784	2
[32, 25, 27, 18, 33, 22, 6]	0.1800	2
[31, 31, 30, 31, 25, 17, 6]	0.1867	2
[15, 15, 15, 15, 15, 10, 4]	0.1958	2
[27, 28, 17, 8, 18, 12, 9]	0.1983	2
[26, 27, 27, 25, 27, 15, 8]	0.2117	2
[17, 35, 35, 17, 36, 12, 4]	0.2117	2
[27, 25, 33, 27, 25, 17, 7]	0.2217	2
[32, 15, 31, 18, 26, 17, 8]	0.2383	2
[26, 30, 16, 32, 31, 22, 8]	0.2384	2
[40, 40, 40, 40, 40, 30, 8]	0.2417	2
[41, 42, 27, 41, 25, 30, 8]	0.2425	2
[30, 30, 32, 36, 30, 21, 8]	0.2425	2
[30, 32, 26, 30, 27, 15, 8]	0.2625	2
[35, 35, 35, 35, 35, 25, 8]	0.2683	2
[6, 32, 6, 30, 5, 7, 5]	0.2825	2
[42, 35, 40, 37, 42, 26, 9]	0.2950	2
[41, 16, 42, 15, 17, 12, 9]	0.3116	2
[6, 6, 17, 6, 15, 11, 4]	0.3133	2
[40, 40, 40, 40, 6, 5, 4]	0.4150	2
[5, 5, 5, 5, 5, 5, 2]	0.5225	2
generation 3
[30, 30, 30, 30, 30, 20, 4]	0.1291	2
[30, 15, 30, 16, 31, 22, 4]	0.1310	18
[25, 26, 17, 25, 16, 17, 6]	0.1396	18
[32, 26, 30, 16, 32, 23, 4]	0.1397	18
[30, 31, 31, 7, 7, 20, 4]	0.1426	18
[25, 27, 26, 16, 26, 24, 4]	0.1441	18
[25, 25, 25, 25, 25, 15, 6]	0.1467	2
[31, 26, 27, 8, 33, 23, 6]	0.1508	2
[32, 32, 30, 32, 30, 22, 5]	0.1525	2
[25, 26, 16, 25, 16, 11, 6]	0.1538	18
[26, 30, 18, 32, 31, 11, 4]	0.1555	18
[26, 25, 27, 6, 5, 6, 7]	0.1555	18
[28, 27, 26, 6, 6, 8, 7]	0.1561	18
[27, 15, 32, 7, 6, 22, 6]	0.1569	18
[30, 30, 31, 27, 25, 16, 6]	0.1622	18
[31, 27, 27, 26, 25, 17, 6]	0.1627	18
[25, 27, 18, 17, 17, 24, 6]	0.1633	2
[28, 26, 28, 8, 7, 7, 4]	0.1739	18
[37, 35, 36, 36, 25, 16, 6]	0.1740	18
[31, 30, 33, 7, 6, 16, 6]	0.1741	2
[27, 32, 31, 27, 16, 16, 6]	0.1742	2
[30, 31, 31, 30, 33, 20, 6]	0.1742	18
[34, 28, 32, 17, 34, 25, 4]	0.1750	2
[41, 41, 41, 30, 42, 30, 6]	0.1784	2
[35, 35, 5, 36, 35, 27, 2]	0.1784	2
[26, 15, 18, 26, 33, 23, 7]	0.1791	2
[32, 25, 27, 18, 33, 22, 6]	0.1800	2
[32, 28, 30, 32, 31, 23, 6]	0.1825	2
[31, 31, 30, 31, 25, 17, 6]	0.1867	2
[28, 27, 29, 16, 32, 7, 6]	0.1925	2
[15, 15, 15, 15, 15, 10, 4]	0.1958	2
[27, 28, 17, 8, 18, 12, 9]	0.1983	2
[26, 27, 27, 25, 27, 15, 8]	0.2117	2
[17, 35, 35, 17, 36, 12, 4]	0.2117	2
[32, 27, 31, 26, 30, 17, 7]	0.2125	2
[27, 25, 33, 27, 25, 17, 7]	0.2217	2
[32, 15, 31, 18, 26, 17, 8]	0.2383	2
[26, 30, 16, 32, 31, 22, 8]	0.2384	2
[40, 40, 40, 40, 40, 30, 8]	0.2417	2
[41, 42, 27, 41, 25, 30, 8]	0.2425	2
[30, 30, 32, 36, 30, 21, 8]	0.2425	2
[27, 26, 27, 25, 7, 13, 8]	0.2550	2
[30, 32, 26, 30, 27, 15, 8]	0.2625	2
[35, 35, 35, 35, 35, 25, 8]	0.2683	2
[6, 32, 6, 30, 5, 7, 5]	0.2825	2
[28, 27, 29, 25, 6, 15, 9]	0.2933	2
[42, 35, 40, 37, 42, 26, 9]	0.2950	2
[41, 16, 42, 15, 17, 12, 9]	0.3116	2
[6, 6, 17, 6, 15, 11, 4]	0.3133	2
[40, 40, 40, 40, 6, 5, 4]	0.4150	2
[5, 5, 5, 5, 5, 5, 2]	0.5225	2
generation 4
[30, 30, 30, 30, 30, 20, 4]	0.1291	2
[30, 15, 30, 16, 31, 22, 4]	0.1310	18
[25, 27, 31, 16, 33, 25, 5]	0.1381	18
[25, 26, 17, 25, 16, 17, 6]	0.1396	18
[32, 26, 30, 16, 32, 23, 4]	0.1397	18
[31, 31, 30, 32, 32, 20, 4]	0.1402	18
[30, 28, 31, 16, 9, 25, 4]	0.1410	18
[30, 31, 31, 7, 7, 20, 4]	0.1426	18
[25, 27, 26, 16, 26, 24, 4]	0.1441	18
[25, 25, 25, 25, 25, 15, 6]	0.1467	2
[32, 17, 32, 16, 33, 23, 5]	0.1500	2
[31, 26, 27, 8, 33, 23, 6]	0.1508	2
[32, 32, 30, 32, 30, 22, 5]	0.1525	2
[25, 26, 16, 25, 16, 11, 6]	0.1538	18
[33, 31, 31, 30, 30, 20, 5]	0.1550	2
[26, 30, 18, 32, 31, 11, 4]	0.1555	18
[26, 25, 27, 6, 5, 6, 7]	0.1555	18
[28, 27, 26, 6, 6, 8, 7]	0.1561	18
[27, 15, 32, 7, 6, 22, 6]	0.1569	18
[25, 26, 33, 7, 17, 18, 6]	0.1610	18
[31, 27, 33, 16, 28, 22, 6]	0.1617	2
[30, 30, 31, 27, 25, 16, 6]	0.1622	18
[31, 27, 27, 26, 25, 17, 6]	0.1627	18
[25, 27, 18, 17, 17, 24, 6]	0.1633	2
[33, 27, 17, 27, 18, 25, 6]	0.1675	2
[26, 17, 32, 16, 33, 24, 6]	0.1683	2
[31, 17, 17, 18, 31, 19, 7]	0.1708	18
[28, 26, 28, 8, 7, 7, 4]	0.1739	18
[37, 35, 36, 36, 25, 16, 6]	0.1740	18
[31, 30, 33, 7, 6, 16, 6]	0.1741	2
[27, 32, 31, 27, 16, 16, 6]	0.1742	2
[30, 31, 31, 30, 33, 20, 6]	0.1742	18
[34, 28, 32, 17, 34, 25, 4]	0.1750	2
[41, 41, 41, 30, 42, 30, 6]	0.1784	2
[35, 35, 5, 36, 35, 27, 2]	0.1784	2
[26, 15, 18, 26, 33, 23, 7]	0.1791	2
[32, 25, 27, 18, 33, 22, 6]	0.1800	2
[30, 28, 17, 32, 30, 18, 4]	0.1800	2
[32, 28, 30, 32, 31, 23, 6]	0.1825	2
[30, 33, 30, 7, 31, 22, 5]	0.1841	2
[31, 16, 31, 16, 7, 21, 6]	0.1850	2
[26, 30, 27, 31, 27, 24, 6]	0.1850	2
[31, 31, 30, 31, 25, 17, 6]	0.1867	2
[28, 27, 29, 16, 32, 7, 6]	0.1925	2
[15, 15, 15, 15, 15, 10, 4]	0.1958	2
[27, 28, 17, 8, 18, 12, 9]	0.1983	2
[26, 27, 27, 25, 27, 15, 8]	0.2117	2
[17, 35, 35, 17, 36, 12, 4]	0.2117	2
[32, 27, 31, 26, 30, 17, 7]	0.2125	2
[26, 28, 19, 26, 28, 25, 8]	0.2192	2
[27, 25, 33, 27, 25, 17, 7]	0.2217	2
[32, 15, 31, 18, 26, 17, 8]	0.2383	2
[26, 30, 16, 32, 31, 22, 8]	0.2384	2
[40, 40, 40, 40, 40, 30, 8]	0.2417	2
[41, 42, 27, 41, 25, 30, 8]	0.2425	2
[30, 30, 32, 36, 30, 21, 8]	0.2425	2
[27, 26, 27, 25, 7, 13, 8]	0.2550	2
[30, 32, 26, 30, 27, 15, 8]	0.2625	2
[35, 35, 35, 35, 35, 25, 8]	0.2683	2
[6, 32, 6, 30, 5, 7, 5]	0.2825	2
[28, 27, 29, 25, 6, 15, 9]	0.2933	2
[42, 35, 40, 37, 42, 26, 9]	0.2950	2
[41, 16, 42, 15, 17, 12, 9]	0.3116	2
[6, 6, 17, 6, 15, 11, 4]	0.3133	2
[40, 40, 40, 40, 6, 5, 4]	0.4150	2
[5, 5, 5, 5, 5, 5, 2]	0.5225	2
generation 5
[30, 30, 30, 30, 30, 20, 4]	0.1291	2
[30, 15, 30, 16, 31, 22, 4]	0.1310	18
[26, 28, 18, 25, 34, 19, 6]	0.1366	18
[25, 27, 31, 16, 33, 25, 5]	0.1381	18
[32, 26, 31, 18, 33, 22, 4]	0.1384	2
[32, 30, 32, 17, 30, 22, 4]	0.1392	18
[25, 26, 17, 25, 16, 17, 6]	0.1396	18
[32, 26, 30, 16, 32, 23, 4]	0.1397	18
[31, 31, 30, 32, 32, 20, 4]	0.1402	18
[30, 28, 31, 16, 9, 25, 4]	0.1410	18
[30, 31, 31, 7, 7, 20, 4]	0.1426	18
[25, 28, 31, 27, 18, 19, 4]	0.1433	2
[25, 26, 17, 17, 16, 17, 6]	0.1436	18
