generation 0
generation 1
[30, 15, 30, 16, 31, 22, 4]	0.1310	18
[25, 26, 16, 25, 16, 11, 6]	0.1538	18
[26, 25, 27, 6, 5, 6, 7]	0.1555	18
[30, 30, 31, 27, 25, 16, 6]	0.1622	18
[37, 35, 36, 36, 25, 16, 6]	0.1740	18
generation 2
[30, 15, 30, 16, 31, 22, 4]	0.1310	18
[32, 26, 30, 16, 32, 23, 4]	0.1397	18
[25, 26, 16, 25, 16, 11, 6]	0.1538	18
[26, 25, 27, 6, 5, 6, 7]	0.1555	18
[28, 27, 26, 6, 6, 8, 7]	0.1561	18
[27, 15, 32, 7, 6, 22, 6]	0.1569	18
[30, 30, 31, 27, 25, 16, 6]	0.1622	18
[28, 26, 28, 8, 7, 7, 4]	0.1739	18
[37, 35, 36, 36, 25, 16, 6]	0.1740	18
[30, 31, 31, 30, 33, 20, 6]	0.1742	18
generation 3
[30, 15, 30, 16, 31, 22, 4]	0.1310	18
[25, 26, 17, 25, 16, 17, 6]	0.1396	18
[32, 26, 30, 16, 32, 23, 4]	0.1397	18
[30, 31, 31, 7, 7, 20, 4]	0.1426	18
[25, 27, 26, 16, 26, 24, 4]	0.1441	18
[25, 26, 16, 25, 16, 11, 6]	0.1538	18
[26, 30, 18, 32, 31, 11, 4]	0.1555	18
[26, 25, 27, 6, 5, 6, 7]	0.1555	18
[28, 27, 26, 6, 6, 8, 7]	0.1561	18
[27, 15, 32, 7, 6, 22, 6]	0.1569	18
[30, 30, 31, 27, 25, 16, 6]	0.1622	18
[31, 27, 27, 26, 25, 17, 6]	0.1627	18
[28, 26, 28, 8, 7, 7, 4]	0.1739	18
[37, 35, 36, 36, 25, 16, 6]	0.1740	18
[30, 31, 31, 30, 33, 20, 6]	0.1742	18
generation 4
[30, 15, 30, 16, 31, 22, 4]	0.1310	18
[25, 27, 31, 16, 33, 25, 5]	0.1381	18
[25, 26, 17, 25, 16, 17, 6]	0.1396	18
[32, 26, 30, 16, 32, 23, 4]	0.1397	18
[31, 31, 30, 32, 32, 20, 4]	0.1402	18
[30, 28, 31, 16, 9, 25, 4]	0.1410	18
[30, 31, 31, 7, 7, 20, 4]	0.1426	18
[25, 27, 26, 16, 26, 24, 4]	0.1441	18
[25, 26, 16, 25, 16, 11, 6]	0.1538	18
[26, 30, 18, 32, 31, 11, 4]	0.1555	18
[26, 25, 27, 6, 5, 6, 7]	0.1555	18
[28, 27, 26, 6, 6, 8, 7]	0.1561	18
[27, 15, 32, 7, 6, 22, 6]	0.1569	18
[25, 26, 33, 7, 17, 18, 6]	0.1610	18
[30, 30, 31, 27, 25, 16, 6]	0.1622	18
[31, 27, 27, 26, 25, 17, 6]	0.1627	18
[31, 17, 17, 18, 31, 19, 7]	0.1708	18
[28, 26, 28, 8, 7, 7, 4]	0.1739	18
[37, 35, 36, 36, 25, 16, 6]	0.1740	18
[30, 31, 31, 30, 33, 20, 6]	0.1742	18
generation 5
[30, 15, 30, 16, 31, 22, 4]	0.1310	18
[26, 28, 18, 25, 34, 19, 6]	0.1366	18
[25, 27, 31, 16, 33, 25, 5]	0.1381	18
[32, 30, 32, 17, 30, 22, 4]	0.1392	18
[25, 26, 17, 25, 16, 17, 6]	0.1396	18
[32, 26, 30, 16, 32, 23, 4]	0.1397	18
[31, 31, 30, 32, 32, 20, 4]	0.1402	18
[30, 28, 31, 16, 9, 25, 4]	0.1410	18
[30, 31, 31, 7, 7, 20, 4]	0.1426	18
[25, 26, 17, 17, 16, 17, 6]	0.1436	18
[25, 27, 26, 16, 26, 24, 4]	0.1441	18
[31, 27, 30, 33, 34, 22, 5]	0.1491	18
[31, 26, 32, 18, 30, 20, 5]	0.1518	18
[25, 26, 16, 25, 16, 11, 6]	0.1538	18
[26, 30, 18, 32, 31, 11, 4]	0.1555	18
[26, 25, 27, 6, 5, 6, 7]	0.1555	18
[28, 27, 26, 6, 6, 8, 7]	0.1561	18
[27, 15, 32, 7, 6, 22, 6]	0.1569	18
[25, 26, 33, 7, 17, 18, 6]	0.1610	18
[30, 30, 31, 27, 25, 16, 6]	0.1622	18
[31, 27, 27, 26, 25, 17, 6]	0.1627	18
[31, 17, 17, 18, 31, 19, 7]	0.1708	18
[28, 26, 28, 8, 7, 7, 4]	0.1739	18
[37, 35, 36, 36, 25, 16, 6]	0.1740	18
[30, 31, 31, 30, 33, 20, 6]	0.1742	18
generation 6
[30, 15, 30, 16, 31, 22, 4]	0.1310	18
[26, 28, 18, 25, 34, 19, 6]	0.1366	18
[25, 27, 31, 16, 33, 25, 5]	0.1381	18
